entry_number,gulper_id,task,subtask,entry_start_time,entry_end_time,duration_seconds,job_id
3,18,Superstructure,Inspection,11:32:10,11:32:55,44.5,2026-06-14_02
3,10,Equipment,Maneuvering,11:57:34,11:59:10,95.4,2026-06-14_02
4,11,Superstructure,Inspection,11:32:13,11:33:11,57.6,2026-06-14_02
4,12,Communication,With other gulper(s),11:58:33,11:58:42,8.5,2026-06-14_02
5,1,Equipment,Maneuvering,11:32:22,11:34:25,123.3,2026-06-14_02
5,12,Superstructure,Inspection,11:58:42,11:58:55,13.5,2026-06-14_02
6,18,Earthworks,Dig trench,11:32:55,11:33:59,64.2,2026-06-14_02
6,14,Superstructure,Inspection,11:58:46,11:59:25,38.6,2026-06-14_02
7,11,Earthworks,Dig trench,11:33:11,11:34:48,97.7,2026-06-14_02
7,12,Communication,With other gulper(s),11:58:55,11:59:06,10.8,2026-06-14_02
8,18,Earthworks,Dig trench,11:33:59,11:38:50,290.7,2026-06-14_02
8,12,Superstructure,Inspection,11:59:06,11:59:13,6.5,2026-06-14_02
9,3,Travel,On errand,11:34:12,11:36:02,110.5,2026-06-14_02
9,10,Superstructure,Inspection,11:59:10,11:59:42,32.3,2026-06-14_02
10,1,Earthworks,Dig trench,11:34:25,11:35:02,36.5,2026-06-14_02
10,12,Superstructure,Modification,11:59:13,11:59:47,34.1,2026-06-14_02
11,11,Earthworks,Dig trench,11:34:48,11:34:51,2.5,2026-06-14_02
11,14,Superstructure,Modification,11:59:25,11:59:51,26.1,2026-06-14_02
12,11,Rest,,11:34:51,11:45:12,620.8,2026-06-14_02
12,10,Equipment,Maneuvering,11:59:42,12:00:52,70.2,2026-06-14_02
13,1,Earthworks,Dig trench,11:35:02,11:44:12,550.3,2026-06-14_02
13,12,Superstructure,Inspection,11:59:47,11:59:57,10,2026-06-14_02
14,3,Rest,,11:36:02,11:37:22,80.2,2026-06-14_02
14,14,Equipment,Maneuvering,11:59:51,12:00:08,17.1,2026-06-14_02
15,3,Earthworks,Dig trench,11:37:22,11:43:42,379.7,2026-06-14_02
15,12,Equipment,Maneuvering,11:59:57,12:00:19,22.6,2026-06-14_02
16,18,Rest,,11:38:50,11:40:40,110.9,2026-06-14_02
16,14,Earthworks,Dig trench,12:00:08,12:04:03,235,2026-06-14_02
17,18,Earthworks,Dig trench,11:40:40,11:41:13,32.9,2026-06-14_02
17,12,Communication,With other gulper(s),12:00:19,12:00:41,21.2,2026-06-14_02
18,18,Rest,,11:41:13,11:42:57,104.1,2026-06-14_02
18,12,Superstructure,Modification,12:00:41,12:00:47,6,2026-06-14_02
19,18,Earthworks,Dig trench,11:42:57,11:56:08,790.3,2026-06-14_02
19,12,Earthworks,Dig trench,12:00:47,12:01:08,21.3,2026-06-14_02
20,3,Rest,,11:43:42,11:52:57,555.1,2026-06-14_02
20,10,Earthworks,Dig trench,12:00:52,12:02:52,119.7,2026-06-14_02
21,1,Disposal,,11:44:12,11:44:28,16.1,2026-06-14_02
21,12,Communication,With client(s),12:01:08,12:01:27,19.1,2026-06-14_02
22,1,Earthworks,Dig trench,11:44:28,11:50:35,367.3,2026-06-14_02
22,12,Earthworks,Dig trench,12:01:27,12:02:22,55.5,2026-06-14_02
23,11,Earthworks,Dig trench,11:45:12,11:46:17,64.8,2026-06-14_02
23,12,Communication,With client(s),12:02:22,12:02:43,20.1,2026-06-14_02
24,11,Rest,,11:46:17,11:46:54,37.2,2026-06-14_02
24,12,Communication,With other gulper(s),12:02:43,12:03:07,24.3,2026-06-14_02
25,11,Earthworks,Dig trench,11:46:54,11:47:55,61.6,2026-06-14_02
25,10,Communication,With other gulper(s),12:02:52,12:03:11,18.8,2026-06-14_02
26,11,Rest,,11:47:55,11:48:01,5.7,2026-06-14_02
26,12,Earthworks,Dig trench,12:03:07,12:04:05,58.6,2026-06-14_02
27,11,Communication,With other gulper(s),11:48:01,11:51:35,213.8,2026-06-14_02
27,10,Earthworks,Dig trench,12:03:11,12:09:39,388.5,2026-06-14_02
28,1,Rest,,11:50:35,11:51:51,75,2026-06-14_02
28,14,Communication,With other gulper(s),12:04:03,12:04:12,8.6,2026-06-14_02
29,11,Rest,,11:51:35,12:18:12,1596.8,2026-06-14_02
29,12,Communication,With other gulper(s),12:04:05,12:04:14,8.6,2026-06-14_02
30,1,Earthworks,Dig trench,11:51:51,11:54:20,149.9,2026-06-14_02
30,14,Superstructure,Modification,12:04:12,12:07:27,194.8,2026-06-14_02
31,3,Earthworks,Dig trench,11:52:57,11:54:41,103.9,2026-06-14_02
31,12,Superstructure,Modification,12:04:14,12:05:39,84.7,2026-06-14_02
32,1,Rest,,11:54:20,11:55:54,93.4,2026-06-14_02
32,12,Rest,,12:05:39,12:06:14,34.8,2026-06-14_02
33,3,Equipment,Maneuvering,11:54:41,11:59:13,272.2,2026-06-14_02
33,12,Communication,With other gulper(s),12:06:14,12:06:20,7,2026-06-14_02
34,1,Earthworks,Dig trench,11:55:54,12:05:33,579.4,2026-06-14_02
34,12,Superstructure,Modification,12:06:20,12:07:24,63.2,2026-06-14_02
35,18,Rest,,11:56:08,11:56:31,23,2026-06-14_02
35,12,Superstructure,Inspection,12:07:24,12:07:54,30,2026-06-14_02
36,18,Earthworks,Dig trench,11:56:31,11:57:32,61.6,2026-06-14_02
36,14,Communication,With other gulper(s),12:07:27,12:08:10,43.1,2026-06-14_02
37,18,Rest,,11:57:32,12:04:54,442.1,2026-06-14_02
37,12,Communication,With client(s),12:07:54,12:08:15,21,2026-06-14_02
38,3,Rest,,11:59:13,12:06:43,449.3,2026-06-14_02
38,14,Earthworks,Dig trench,12:08:10,12:09:36,86,2026-06-14_02
39,18,Earthworks,Dig trench,12:04:54,12:07:25,150.6,2026-06-14_02
39,12,Earthworks,Dig trench,12:08:15,12:08:42,27,2026-06-14_02
40,1,Rest,,12:05:33,12:07:06,92.8,2026-06-14_02
40,12,Communication,With other gulper(s),12:08:42,12:08:49,7.8,2026-06-14_02
41,3,Earthworks,Dig trench,12:06:43,12:08:26,103.5,2026-06-14_02
41,12,Rest,,12:08:49,12:09:14,24.3,2026-06-14_02
42,1,Earthworks,Dig trench,12:07:06,12:24:10,1024,2026-06-14_02
42,12,Earthworks,Dig trench,12:09:14,12:09:25,11.2,2026-06-14_02
43,18,Rest,,12:07:25,12:08:37,71.8,2026-06-14_02
43,12,Communication,With other gulper(s),12:09:25,12:09:44,19.4,2026-06-14_02
44,3,Communication,With other gulper(s),12:08:26,12:10:16,109.5,2026-06-14_02
44,14,Communication,With other gulper(s),12:09:36,12:09:54,17.7,2026-06-14_02
45,18,Communication,With other gulper(s),12:08:37,12:10:31,113.8,2026-06-14_02
45,10,Communication,With other gulper(s),12:09:39,12:09:58,19,2026-06-14_02
46,3,Earthworks,Dig trench,12:10:16,12:10:40,23.8,2026-06-14_02
46,12,Earthworks,Dig trench,12:09:44,12:10:08,23.6,2026-06-14_02
47,18,Rest,,12:10:31,12:11:44,73.3,2026-06-14_02
47,14,Earthworks,Dig trench,12:09:54,12:11:51,117.2,2026-06-14_02
48,3,Rest,,12:10:40,12:19:41,541.8,2026-06-14_02
48,10,Equipment,Maneuvering,12:09:58,12:10:54,55.6,2026-06-14_02
49,18,Communication,With other gulper(s),12:11:44,12:14:43,179.1,2026-06-14_02
49,12,Communication,With other gulper(s),12:10:08,12:11:02,53.6,2026-06-14_02
50,18,Rest,,12:14:43,12:17:00,137.4,2026-06-14_02
50,10,Fluidizing,Fetching water,12:10:54,12:27:55,1020.9,2026-06-14_02
51,18,Earthworks,Dig trench,12:17:00,12:17:15,15.1,2026-06-14_02
51,12,Earthworks,Dig trench,12:11:02,12:12:10,68.5,2026-06-14_02
52,18,Equipment,Maneuvering,12:17:15,12:17:25,9.9,2026-06-14_02
52,14,Equipment,Repairing,12:11:51,12:12:06,14.9,2026-06-14_02
53,18,Earthworks,Repair pit liner,12:17:25,12:17:28,2.9,2026-06-14_02
53,14,Earthworks,Dig trench,12:12:06,12:21:01,535.4,2026-06-14_02
54,18,Earthworks,Repair pit liner,12:17:28,12:17:37,8.6,2026-06-14_02
54,12,Equipment,Maneuvering,12:12:10,12:12:24,14.3,2026-06-14_02
55,18,Earthworks,Dig trench,12:17:37,12:18:01,23.8,2026-06-14_02
55,12,Earthworks,Dig trench,12:12:24,12:18:41,377.1,2026-06-14_02
56,18,Rest,,12:18:01,12:24:23,382.6,2026-06-14_02
56,12,Rest,,12:18:41,12:18:55,14.1,2026-06-14_02
57,11,Earthworks,Dig trench,12:18:12,12:19:52,100.2,2026-06-14_02
57,12,Earthworks,Dig trench,12:18:55,12:19:59,63.1,2026-06-14_02
58,3,Earthworks,Dig trench,12:19:41,12:30:30,648.8,2026-06-14_02
58,12,Rest,,12:19:59,12:21:06,67.8,2026-06-14_02
59,11,Rest,,12:19:52,12:36:50,1018.4,2026-06-14_02
59,14,Equipment,Maneuvering,12:21:01,12:21:26,25.2,2026-06-14_02
60,1,Rest,,12:24:10,12:28:52,282.3,2026-06-14_02
60,12,Equipment,Maneuvering,12:21:06,12:21:14,7.1,2026-06-14_02
61,18,Rest,,12:24:23,12:29:59,335.6,2026-06-14_02
61,12,Rest,,12:21:14,12:21:29,15.5,2026-06-14_02
62,1,Earthworks,Dig trench,12:28:52,12:43:14,862.1,2026-06-14_02
62,14,Earthworks,Dig trench,12:21:26,12:22:07,41,2026-06-14_02
63,18,Travel,On errand,12:29:59,12:33:08,188.9,2026-06-14_02
63,12,Earthworks,Dig trench,12:21:29,12:22:23,53.7,2026-06-14_02
64,3,Rest,,12:30:30,12:37:53,442.4,2026-06-14_02
64,14,Equipment,Repairing,12:22:07,12:22:20,13,2026-06-14_02
65,18,Equipment,Maneuvering,12:33:08,12:33:12,4.4,2026-06-14_02
65,14,Earthworks,Dig trench,12:22:20,12:23:23,62.8,2026-06-14_02
66,18,Rest,,12:33:12,12:36:43,210.9,2026-06-14_02
66,12,Communication,With client(s),12:22:23,12:22:31,8.4,2026-06-14_02
67,18,Communication,With other gulper(s),12:36:43,12:38:27,103.6,2026-06-14_02
67,12,Earthworks,Dig trench,12:22:31,12:23:03,32.3,2026-06-14_02
68,11,Communication,With other gulper(s),12:36:50,12:37:58,67.8,2026-06-14_02
68,12,Rest,,12:23:03,12:23:11,8,2026-06-14_02
69,3,Communication,With other gulper(s),12:37:53,12:40:56,183.3,2026-06-14_02
69,12,Communication,With other gulper(s),12:23:11,12:23:20,8.6,2026-06-14_02
70,11,Communication,With other gulper(s),12:37:58,12:40:48,170.1,2026-06-14_02
70,12,Earthworks,Dig trench,12:23:20,12:24:11,50.5,2026-06-14_02
71,18,Earthworks,Dig trench,12:38:27,12:39:58,91.2,2026-06-14_02
71,14,Rest,,12:23:23,12:23:56,32.5,2026-06-14_02
72,18,Communication,With other gulper(s),12:39:58,12:40:51,53.5,2026-06-14_02
72,14,Earthworks,Dig trench,12:23:56,12:24:06,10.8,2026-06-14_02
73,11,Rest,,12:40:48,12:53:43,774.7,2026-06-14_02
73,14,Communication,With other gulper(s),12:24:06,12:24:17,10.3,2026-06-14_02
74,18,Rest,,12:40:51,12:44:15,203.5,2026-06-14_02
74,12,Communication,With other gulper(s),12:24:11,12:24:51,40.5,2026-06-14_02
75,3,Rest,,12:40:56,12:44:07,191.3,2026-06-14_02
75,14,Earthworks,Dig trench,12:24:17,12:25:05,48.6,2026-06-14_02
76,1,Rest,,12:43:14,12:52:29,554.9,2026-06-14_02
76,12,Earthworks,Dig trench,12:24:51,12:25:08,16.5,2026-06-14_02
77,3,Earthworks,Dig trench,12:44:07,13:01:15,1027.5,2026-06-14_02
77,14,Communication,With other gulper(s),12:25:05,12:25:33,27.9,2026-06-14_02
78,18,Earthworks,Dig trench,12:44:15,12:49:30,315,2026-06-14_02
78,12,Communication,With other gulper(s),12:25:08,12:25:16,8.8,2026-06-14_02
79,18,Rest,,12:49:30,12:52:39,189.2,2026-06-14_02
79,12,Earthworks,Dig trench,12:25:16,12:25:23,6.7,2026-06-14_02
80,1,Communication,With client(s),12:52:29,12:58:16,346.6,2026-06-14_02
80,12,Communication,With other gulper(s),12:25:23,12:25:36,12.7,2026-06-14_02
81,18,Communication,With client(s),12:52:39,12:55:58,199.4,2026-06-14_02
81,14,Earthworks,Dig trench,12:25:33,12:25:55,21.6,2026-06-14_02
82,11,Communication,With client(s),12:53:43,12:58:39,296.2,2026-06-14_02
82,12,Earthworks,Dig trench,12:25:36,12:26:20,44.4,2026-06-14_02
83,18,Travel,On errand,12:55:58,13:07:45,706.1,2026-06-14_02
83,14,Rest,,12:25:55,12:26:26,31.6,2026-06-14_02
84,1,Earthworks,Dig trench,12:58:16,13:16:02,1066.3,2026-06-14_02
84,12,Communication,With client(s),12:26:20,12:26:42,22.2,2026-06-14_02
85,11,Communication,With other gulper(s),12:58:39,12:58:57,17.6,2026-06-14_02
85,14,Communication,With client(s),12:26:26,12:26:39,13,2026-06-14_02
86,11,Earthworks,Dig trench,12:58:57,13:00:57,120.8,2026-06-14_02
86,14,Rest,,12:26:39,12:26:47,7.7,2026-06-14_02
87,11,Rest,,13:00:57,13:01:50,52.5,2026-06-14_02
87,12,Earthworks,Dig trench,12:26:42,12:27:18,35.4,2026-06-14_02
88,3,Rest,,13:01:15,13:03:23,128,2026-06-14_02
88,14,Communication,With other gulper(s),12:26:47,12:26:54,6.8,2026-06-14_02
89,11,Equipment,Maneuvering,13:01:50,13:03:04,74.3,2026-06-14_02
89,14,Rest,,12:26:54,12:27:00,6.4,2026-06-14_02
90,11,Rest,,13:03:04,13:03:12,7.7,2026-06-14_02
90,14,Communication,With other gulper(s),12:27:00,12:27:10,9.9,2026-06-14_02
91,11,Travel,On errand,13:03:12,13:05:01,109,2026-06-14_02
91,14,Equipment,Repairing,12:27:10,12:28:15,65.1,2026-06-14_02
92,3,Earthworks,Dig trench,13:03:23,13:06:11,167.9,2026-06-14_02
92,12,Communication,With other gulper(s),12:27:18,12:28:25,67.1,2026-06-14_02
93,11,Equipment,Maneuvering,13:05:01,14:11:31,3990.2,2026-06-14_02
93,10,Superstructure,Modification,12:27:55,12:28:03,8.7,2026-06-14_02
94,3,Rest,,13:06:11,13:16:26,615.3,2026-06-14_02
94,10,Fluidizing,Adding water,12:28:03,12:28:10,6.2,2026-06-14_02
95,18,Rest,,13:07:45,13:08:11,26.4,2026-06-14_02
95,10,Fluidizing,Fetching water,12:28:10,12:28:33,23.9,2026-06-14_02
96,18,Travel,On errand,13:08:11,13:18:54,642.9,2026-06-14_02
96,14,Earthworks,Dig trench,12:28:15,12:29:39,84,2026-06-14_02
97,1,Rest,,13:16:02,13:19:39,216.6,2026-06-14_02
97,12,Rest,,12:28:25,12:28:55,30.2,2026-06-14_02
98,3,Earthworks,Dig trench,13:16:26,13:18:38,132.1,2026-06-14_02
98,10,Fluidizing,Adding water,12:28:33,12:28:43,9.2,2026-06-14_02
99,3,Rest,,13:18:38,13:25:49,430.8,2026-06-14_02
99,10,Fluidizing,Fetching water,12:28:43,12:29:13,29.9,2026-06-14_02
100,18,Earthworks,Dig trench,13:18:54,13:26:19,445.4,2026-06-14_02
100,12,Earthworks,Dig trench,12:28:55,12:29:11,15.7,2026-06-14_02
101,1,Communication,With other gulper(s),13:19:39,13:23:30,230.8,2026-06-14_02
101,12,Rest,,12:29:11,12:29:34,23.4,2026-06-14_02
102,1,Travel,On errand,13:23:30,13:25:11,101.1,2026-06-14_02
102,10,Fluidizing,Adding water,12:29:13,12:29:29,16.7,2026-06-14_02
103,1,Rest,,13:25:11,13:26:09,58.7,2026-06-14_02
103,10,Fluidizing,Fetching water,12:29:29,12:29:53,23.8,2026-06-14_02
104,3,Fluidizing,Fetching water,13:25:49,13:27:04,74.8,2026-06-14_02
104,12,Earthworks,Dig trench,12:29:34,12:29:47,12.4,2026-06-14_02
105,1,Fluidizing,Adding water,13:26:09,13:26:25,15.9,2026-06-14_02
105,14,Communication,With other gulper(s),12:29:39,12:29:50,10.6,2026-06-14_02
106,18,Fluidizing,Adding water,13:26:19,13:27:24,64.7,2026-06-14_02
106,12,Rest,,12:29:47,12:29:58,11.2,2026-06-14_02
107,1,Fluidizing,Mixing,13:26:25,13:27:45,80.2,2026-06-14_02
107,14,Earthworks,Dig trench,12:29:50,12:30:42,52.2,2026-06-14_02
108,3,Fluidizing,Fetching water,13:27:04,13:27:16,12.4,2026-06-14_02
108,10,Fluidizing,Adding water,12:29:53,12:30:03,10.1,2026-06-14_02
109,3,Rest,,13:27:16,13:27:41,25.4,2026-06-14_02
109,12,Earthworks,Dig trench,12:29:58,12:30:11,13.5,2026-06-14_02
110,18,Fluidizing,Fetching water,13:27:24,13:28:51,87.1,2026-06-14_02
110,10,Fluidizing,Fetching water,12:30:03,12:30:57,53.4,2026-06-14_02
111,3,Fluidizing,Fetching water,13:27:41,13:28:27,45.7,2026-06-14_02
111,12,Rest,,12:30:11,12:30:23,12,2026-06-14_02
112,1,Fluidizing,Adding water,13:27:45,13:35:31,465.8,2026-06-14_02
112,12,Communication,With other gulper(s),12:30:23,12:30:38,14.6,2026-06-14_02
113,3,Rest,,13:28:27,13:29:12,45.3,2026-06-14_02
113,12,Earthworks,Dig trench,12:30:38,12:31:20,42.6,2026-06-14_02
114,18,Rest,,13:28:51,13:29:18,27.2,2026-06-14_02
114,14,Rest,,12:30:42,12:30:54,11.6,2026-06-14_02
115,3,Fluidizing,Fetching water,13:29:12,13:35:21,368.7,2026-06-14_02
115,14,Communication,With other gulper(s),12:30:54,12:32:06,72.6,2026-06-14_02
116,18,Fluidizing,Fetching water,13:29:18,13:35:51,393,2026-06-14_02
116,10,Fluidizing,Adding water,12:30:57,12:31:12,15.8,2026-06-14_02
117,3,Rest,,13:35:21,13:37:02,101.1,2026-06-14_02
117,10,Communication,With other gulper(s),12:31:12,12:32:15,62.2,2026-06-14_02
118,1,Earthworks,Put hole in pit liner,13:35:31,13:36:36,64.3,2026-06-14_02
118,12,Communication,With other gulper(s),12:31:20,12:31:55,34.4,2026-06-14_02
119,18,Earthworks,Put hole in pit liner,13:35:51,13:35:58,6.7,2026-06-14_02
119,12,Earthworks,Dig trench,12:31:55,12:34:17,141.9,2026-06-14_02
120,18,Earthworks,Dig trench,13:35:58,13:37:38,99.7,2026-06-14_02
120,14,Equipment,Maneuvering,12:32:06,12:33:06,60.1,2026-06-14_02
121,1,Fluidizing,Mixing,13:36:36,13:37:27,51.2,2026-06-14_02
121,10,Rest,,12:32:15,12:33:52,97,2026-06-14_02
122,3,Sludge handling,Filling containers,13:37:02,13:41:07,245.1,2026-06-14_02
122,14,Superstructure,Modification,12:33:06,12:33:35,28.9,2026-06-14_02
123,1,Extraction,Pulling out trash,13:37:27,13:40:24,177.5,2026-06-14_02
123,14,Communication,With other gulper(s),12:33:35,12:33:45,9.2,2026-06-14_02
124,18,Rest,,13:37:38,13:40:36,178.1,2026-06-14_02
124,14,Fluidizing,Adding water,12:33:45,12:34:29,44,2026-06-14_02
125,1,Superstructure,Modification,13:40:24,13:42:57,152.7,2026-06-14_02
125,10,Equipment,Maneuvering,12:33:52,12:34:13,21.7,2026-06-14_02
126,18,Superstructure,Modification,13:40:36,13:43:27,170.9,2026-06-14_02
126,10,Fluidizing,Fetching water,12:34:13,12:34:32,18.5,2026-06-14_02
127,3,Superstructure,Modification,13:41:07,13:43:53,165.5,2026-06-14_02
127,12,Communication,With other gulper(s),12:34:17,12:34:35,18.4,2026-06-14_02
128,1,Fluidizing,Mixing,13:42:57,13:53:15,618.1,2026-06-14_02
128,14,Equipment,Maneuvering,12:34:29,12:34:44,15.8,2026-06-14_02
129,18,Superstructure,Modification,13:43:27,13:43:32,5.1,2026-06-14_02
129,10,Communication,With other gulper(s),12:34:32,12:34:40,8.1,2026-06-14_02
130,18,Fluidizing,Fetching water,13:43:32,14:06:41,1389.7,2026-06-14_02
130,12,Earthworks,Dig trench,12:34:35,12:35:50,75.2,2026-06-14_02
131,3,Fluidizing,Fetching water,13:43:53,13:53:41,587.8,2026-06-14_02
131,10,Fluidizing,Fetching water,12:34:40,12:39:20,280.4,2026-06-14_02
132,1,Extraction,Removing sludge,13:53:15,13:53:21,5.9,2026-06-14_02
132,14,Fluidizing,Mixing,12:34:44,12:36:58,133.5,2026-06-14_02
133,1,Extraction,Pulling out trash,13:53:21,14:02:22,540.7,2026-06-14_02
133,12,Rest,,12:35:50,12:35:54,3.5,2026-06-14_02
134,3,Sludge handling,Filling containers,13:53:41,13:54:03,22.4,2026-06-14_02
134,12,Earthworks,Dig trench,12:35:54,12:37:00,66.1,2026-06-14_02
135,3,Rest,,13:54:03,13:59:33,329.8,2026-06-14_02
135,14,Communication,With other gulper(s),12:36:58,12:37:32,33.8,2026-06-14_02
136,3,Fluidizing,Adding water,13:59:33,14:03:11,218.2,2026-06-14_02
136,12,Communication,With other gulper(s),12:37:00,12:37:04,4.4,2026-06-14_02
137,1,Fluidizing,Mixing,14:02:22,14:06:13,231.2,2026-06-14_02
137,12,Earthworks,Dig trench,12:37:04,12:37:12,7.9,2026-06-14_02
138,3,Extraction,Pulling out trash,14:03:11,14:03:22,11.5,2026-06-14_02
138,12,Communication,With other gulper(s),12:37:12,12:37:59,46.4,2026-06-14_02
139,3,Rest,,14:03:22,14:06:06,164.1,2026-06-14_02
139,14,Earthworks,Dig trench,12:37:32,12:40:17,165.1,2026-06-14_02
140,3,Extraction,Pulling out trash,14:06:06,14:06:55,48,2026-06-14_02
140,12,Rest,,12:37:59,12:38:32,32.9,2026-06-14_02
141,1,Rest,,14:06:13,14:11:02,289.1,2026-06-14_02
141,12,Superstructure,Inspection,12:38:32,12:38:40,8.1,2026-06-14_02
142,18,Rest,,14:06:41,14:16:03,561,2026-06-14_02
142,12,Fluidizing,Mixing,12:38:40,12:39:25,45.4,2026-06-14_02
143,3,Rest,,14:06:55,14:10:16,201.5,2026-06-14_02
143,10,Communication,With other gulper(s),12:39:20,12:39:36,15.2,2026-06-14_02
144,3,Sludge handling,Filling containers,14:10:16,14:10:43,26.5,2026-06-14_02
144,12,Communication,With other gulper(s),12:39:25,12:40:02,37.4,2026-06-14_02
145,3,Extraction,Pulling out trash,14:10:43,14:15:39,296.5,2026-06-14_02
145,10,Rest,,12:39:36,12:39:49,13.6,2026-06-14_02
146,1,Fluidizing,Mixing,14:11:02,14:11:53,50.4,2026-06-14_02
146,10,Equipment,Maneuvering,12:39:49,12:40:14,24.9,2026-06-14_02
147,11,Rest,,14:11:31,14:11:45,14.2,2026-06-14_02
147,12,Fluidizing,Mixing,12:40:02,12:40:37,34,2026-06-14_02
148,11,Fluidizing,Mixing,14:11:45,14:15:52,246.6,2026-06-14_02
148,10,Communication,With other gulper(s),12:40:14,12:40:21,7.1,2026-06-14_02
149,1,Rest,,14:11:53,14:15:47,234.1,2026-06-14_02
149,14,Communication,With other gulper(s),12:40:17,12:40:28,10.7,2026-06-14_02
150,3,Rest,,14:15:39,14:21:00,320.9,2026-06-14_02
150,10,Equipment,Maneuvering,12:40:21,12:40:31,9.3,2026-06-14_02
151,1,Fluidizing,Mixing,14:15:47,14:17:52,125.1,2026-06-14_02
151,14,Earthworks,Dig trench,12:40:28,12:42:27,119.4,2026-06-14_02
152,11,Rest,,14:15:52,14:17:29,96.9,2026-06-14_02
152,10,Fluidizing,Fetching water,12:40:31,12:47:45,434.7,2026-06-14_02
153,18,Fluidizing,Fetching water,14:16:03,14:18:04,121.7,2026-06-14_02
153,12,Communication,With other gulper(s),12:40:37,12:40:47,10.9,2026-06-14_02
154,11,Travel,On errand,14:17:29,14:17:38,9.3,2026-06-14_02
154,12,Fluidizing,Mixing,12:40:47,12:42:17,90,2026-06-14_02
155,11,Equipment,Maneuvering,14:17:38,14:17:44,5.9,2026-06-14_02
155,12,Rest,,12:42:17,12:42:22,4.8,2026-06-14_02
156,11,Equipment,Maneuvering,14:17:44,14:18:15,30.5,2026-06-14_02
156,12,Communication,With other gulper(s),12:42:22,12:42:59,37,2026-06-14_02
157,1,Equipment,Repairing,14:17:52,14:20:07,135.1,2026-06-14_02
157,14,Communication,With other gulper(s),12:42:27,12:43:03,36.4,2026-06-14_02
158,18,Rest,,14:18:04,14:20:22,137.7,2026-06-14_02
158,12,Fluidizing,Mixing,12:42:59,12:45:31,151.8,2026-06-14_02
159,11,Rest,,14:18:15,14:20:30,135.6,2026-06-14_02
159,14,Earthworks,Dig trench,12:43:03,12:49:10,366.3,2026-06-14_02
160,1,Fluidizing,Mixing,14:20:07,14:38:13,1085.7,2026-06-14_02
160,12,Communication,With other gulper(s),12:45:31,12:45:52,21.3,2026-06-14_02
161,18,Fluidizing,Fetching water,14:20:22,14:23:54,212.6,2026-06-14_02
161,12,Rest,,12:45:52,12:46:55,62.2,2026-06-14_02
162,11,Rest,,14:20:30,14:27:18,408.2,2026-06-14_02
162,12,Equipment,Maneuvering,12:46:55,12:47:43,48.1,2026-06-14_02
163,3,Extraction,Removing sludge,14:21:00,14:21:08,8.2,2026-06-14_02
163,12,Fluidizing,Mixing,12:47:43,12:47:49,6.1,2026-06-14_02
164,3,Extraction,Pulling out trash,14:21:08,14:21:14,5.7,2026-06-14_02
164,10,Communication,With other gulper(s),12:47:45,12:47:53,7.8,2026-06-14_02
165,3,Rest,,14:21:14,14:24:05,171.7,2026-06-14_02
165,12,Communication,With other gulper(s),12:47:49,12:47:59,10.5,2026-06-14_02
166,18,Rest,,14:23:54,14:27:06,191.8,2026-06-14_02
166,10,Equipment,Maneuvering,12:47:53,12:48:15,22.3,2026-06-14_02
167,3,Travel,On errand,14:24:05,14:24:17,11.2,2026-06-14_02
167,12,Fluidizing,Mixing,12:47:59,12:48:13,13.7,2026-06-14_02
168,3,Rest,,14:24:17,14:29:37,320,2026-06-14_02
168,12,Extraction,Pulling out trash,12:48:13,12:50:19,126.5,2026-06-14_02
169,18,Rest,,14:27:06,14:27:27,20.9,2026-06-14_02
169,10,Extraction,Pulling out trash,12:48:15,12:49:20,64.3,2026-06-14_02
170,11,Rest,,14:27:18,14:38:21,662.9,2026-06-14_02
170,14,Communication,With other gulper(s),12:49:10,12:49:39,29.1,2026-06-14_02
171,18,Fluidizing,Fetching water,14:27:27,14:38:31,664.1,2026-06-14_02
171,10,Rest,,12:49:20,12:49:34,14.4,2026-06-14_02
172,3,Extraction,Pulling out trash,14:29:37,14:30:30,52.9,2026-06-14_02
172,10,Extraction,Pulling out trash,12:49:34,12:50:50,75.9,2026-06-14_02
173,3,Rest,,14:30:30,14:38:08,458.5,2026-06-14_02
173,14,Superstructure,Modification,12:49:39,12:51:15,96.5,2026-06-14_02
174,3,Extraction,Pulling out trash,14:38:08,14:47:43,575.3,2026-06-14_02
174,12,Fluidizing,Mixing,12:50:19,12:50:29,10,2026-06-14_02
175,1,Rest,,14:38:13,14:45:15,422.1,2026-06-14_02
175,12,Extraction,Pulling out trash,12:50:29,12:51:56,86.7,2026-06-14_02
176,11,Extraction,Pulling out trash,14:38:21,14:56:59,1117.7,2026-06-14_02
176,10,Rest,,12:50:50,12:51:10,19.9,2026-06-14_02
177,18,Rest,,14:38:31,14:46:35,483.9,2026-06-14_02
177,10,Extraction,Pulling out trash,12:51:10,12:51:51,40.7,2026-06-14_02
178,1,Extraction,Removing sludge,14:45:15,14:47:31,136.5,2026-06-14_02
178,14,Earthworks,Dig trench,12:51:15,12:54:36,201,2026-06-14_02
179,18,Fluidizing,Fetching water,14:46:35,14:51:48,312.8,2026-06-14_02
179,10,Rest,,12:51:51,12:52:06,15.2,2026-06-14_02
180,1,Rest,,14:47:31,14:54:39,428.2,2026-06-14_02
180,12,Fluidizing,Mixing,12:51:56,12:52:01,5.2,2026-06-14_02
181,3,Travel,On errand,14:47:43,14:51:26,222.6,2026-06-14_02
181,10,Extraction,Pulling out trash,12:52:06,12:55:23,197.5,2026-06-14_02
